,hop_len,no_of_hops,avg_hop_loss,transponder_modulation,transponder_bitrate,OSNR
35,1925.5815484090683,25.0,16.04538371607878,QPSK,200,26.919475089521484
36,259.758312652394,2.0,17.396224659783883,8QAM,100,50.145978626994065
37,1008.0540464378444,14.0,18.54087754321884,32QAM,400,30.4012202267686
38,3285.2810719826316,41.0,18.343449973423652,16QAM,100,16.776760618673535
39,3874.6875437045646,50.0,15.197721115666862,8QAM,400,19.176949269656802
40,7536.041005509255,94.0,17.200881517007495,8QAM,100,12.194085050249356
41,1513.0547526857213,20.0,16.539555990274742,16QAM,200,27.512612782339758
42,4721.09037379648,60.0,17.299465492140936,16QAM,400,12.775504768663566
43,1561.2992784067887,18.0,16.306605802442753,QPSK,100,31.829045852936616
44,4597.812589930667,61.0,16.873837417052307,16QAM,400,11.752286177922002
45,3070.932391221495,37.0,17.940943520994423,32QAM,400,18.651625353892697
46,733.3661095672783,8.0,18.27091577615571,32QAM,100,35.38856359625572
47,4395.760366528661,56.0,16.546852858224433,QPSK,100,22.088407601559823
48,259.758312652394,2.0,16.486250447926416,QPSK,100,55.642050609901446
49,259.758312652394,2.0,16.409378830193774,QPSK,100,46.39416979034843
50,9247.350908653681,114.0,16.787978536913563,QPSK,200,8.33151225730532
51,3922.5800467460067,53.0,15.827437856119099,8QAM,200,21.264923853423426
52,1471.299958620381,19.0,16.203412427718117,16QAM,100,26.478669238786892
53,1976.3006648682579,25.0,16.727432671982253,16QAM,100,26.434023010928
54,2535.9081235549056,30.0,17.013813300236574,32QAM,100,22.46306157523611
55,4268.18108179384,56.0,16.96979545484239,32QAM,400,13.34669260399886
56,1008.0540464378444,14.0,16.527166151005797,32QAM,200,27.995038782462274
57,5000.746209556219,64.0,16.75796357097764,32QAM,100,15.264037607871018
58,1883.826754343728,23.0,17.119520302942615,8QAM,100,22.282896075123077
59,3859.4251447860142,48.0,16.775637198765974,QPSK,200,23.216416234178553
60,3901.1799388513546,49.0,16.353193029306322,32QAM,100,20.976146375216516
61,6264.094492692796,82.0,15.573519299850563,QPSK,100,11.303714221694733
62,1008.0540464378444,14.0,17.62823386365401,16QAM,100,30.087399222452433
63,1008.0540464378444,14.0,16.17422009650449,32QAM,200,36.881233710582535
64,138.6671811785203,1.0,17.051456268660964,QPSK,200,59.36978147251287
65,8712.081563126756,109.0,17.474375989526614,32QAM,100,13.485410009013691
66,138.6671811785203,1.0,16.428178304432144,QPSK,400,56.81301901259289
67,2261.831246490179,29.0,16.03155748536777,QPSK,400,29.854034299208763
68,849.6728003417383,9.0,16.285661646033656,QPSK,200,31.44905356179129
69,1513.0547526857213,20.0,18.32922646895114,16QAM,400,27.085794859257007
70,1008.0540464378444,14.0,17.738342145310448,16QAM,200,31.923765074387177
71,138.6671811785203,1.0,18.252546546138657,8QAM,400,61.07304724093697
72,3468.808276635722,46.0,17.42449620857175,16QAM,200,22.370234902158217
73,5610.785462315662,72.0,16.93711135982623,8QAM,400,18.533130597235612
74,2890.3070401284776,40.0,18.82604560021237,QPSK,200,17.105359278467233
75,1008.0540464378444,14.0,16.792141842935703,QPSK,200,34.69692097751789
76,3313.250213511017,45.0,17.189908132068343,8QAM,200,23.40767426497011
77,3686.9891531793655,48.0,17.26918579916299,16QAM,200,15.358848360781792
78,2261.831246490179,29.0,17.541655818344857,32QAM,400,24.642127887228042
79,3468.808276635722,46.0,18.02887065964268,32QAM,200,15.703507941967104
80,3969.3367962923685,50.0,16.679932149645193,32QAM,200,14.81275303363276
81,259.758312652394,2.0,16.912287854377908,32QAM,400,46.30714788532151
82,4394.247985661831,54.0,16.802222608180198,16QAM,400,16.310661099903342
83,2845.687530127582,37.0,18.103695637592857,QPSK,200,18.29108199820645
84,1008.0540464378444,14.0,16.905088758240634,16QAM,100,32.729963677583584
85,2089.0457181700085,23.0,18.726939359317583,32QAM,100,24.911537752582078
86,3313.250213511017,45.0,17.538033286300134,32QAM,200,14.867097464472025
87,6291.183331838051,80.0,16.17907384253985,16QAM,100,9.784097427931073
88,5823.3757911726425,73.0,18.548649702235373,QPSK,100,13.101686569342661
89,8702.701205501837,107.0,15.126488136932792,8QAM,100,15.750339209690893
90,5973.099669619327,78.0,16.08448703729995,QPSK,100,11.207311168514366
91,2845.687530127582,37.0,16.760987284320574,8QAM,100,21.160989264948412
92,3922.5800467460067,53.0,17.960575003386428,QPSK,100,15.256934797729912
93,2890.3070401284776,40.0,16.347041675259344,QPSK,400,19.56804995272003
94,1513.0547526857213,20.0,16.16514995650345,QPSK,100,33.43614611100497
95,2258.860582530132,28.0,17.570556245715714,16QAM,200,25.59026830141876
96,1008.0540464378444,14.0,17.294154915236657,8QAM,400,34.670610121407805
97,138.6671811785203,1.0,17.5495929880388,QPSK,400,61.20631058395577
98,4850.281469723194,57.0,16.575178258018553,32QAM,200,19.9119719809747
99,849.6728003417383,9.0,18.220715216288177,16QAM,100,33.54409553353133
100,3791.5074369539475,46.0,16.243040989709954,16QAM,400,20.387802654819893
101,4155.904678733989,54.0,14.800158326013323,QPSK,100,22.016795120418067
102,2300.6153765954723,29.0,16.685394821075306,8QAM,100,25.654694279067286
103,1513.0547526857213,20.0,17.717951611369454,8QAM,400,25.733575397087307
104,1471.299958620381,19.0,18.284262953450884,32QAM,400,22.319168241507526
105,2453.327988172288,31.0,16.624408486452474,16QAM,200,23.77793451701686
106,1513.0547526857213,20.0,16.938560040642415,QPSK,200,29.280293702771587
107,1222.1510671780518,14.0,16.998786741060165,8QAM,200,33.98056760308998
108,1008.0540464378444,14.0,16.261066297762106,QPSK,400,31.34217313248689
109,3804.549061251361,46.0,17.009026301954922,8QAM,200,14.616689127152227
110,2300.6153765954723,29.0,17.546997120788184,8QAM,400,27.904841703295148
111,138.6671811785203,1.0,16.74969501021307,32QAM,100,58.47713754092632
112,259.758312652394,2.0,16.72866014097438,16QAM,200,55.43932429653759
113,4011.091590357709,52.0,16.27737788623208,32QAM,200,22.439995583686525
114,4394.247985661831,54.0,15.781577057431978,8QAM,400,18.28774174255605
115,733.3661095672783,8.0,17.485792846774707,8QAM,100,37.55805904752384
116,2258.860582530132,28.0,16.288185946386584,QPSK,400,25.932318514783063
117,6899.711575910689,91.0,17.165325034880034,8QAM,400,12.239764181692621
118,138.6671811785203,1.0,15.668463834769264,8QAM,400,58.41380682715959
119,4419.316574986677,54.0,17.092222546053836,32QAM,200,18.225538979528665
120,3804.549061251361,46.0,17.169208134476374,16QAM,400,19.58683022314625
121,4107.965922616302,52.0,16.145880848664405,32QAM,200,20.39065852860169
122,9326.744760652391,117.0,18.81356922876055,8QAM,200,5.180979256477983
123,6584.3726743889165,82.0,17.94178055956135,16QAM,400,7.717702057684576
124,5769.811450524276,73.0,15.700004663484311,16QAM,200,13.348176168211154
125,3922.5800467460067,53.0,18.38401449862548,16QAM,400,20.220976152695044
126,2890.3070401284776,40.0,16.397169678942213,QPSK,400,23.460526616534366
127,5112.650035898437,62.0,16.4604657355679,QPSK,400,12.665791448142514
128,6686.451934293575,81.0,17.015884130922426,8QAM,400,13.362153282958602
129,1513.0547526857213,20.0,16.767208045069232,16QAM,200,26.926485332742786
130,259.758312652394,2.0,16.305582292001834,32QAM,100,55.22176820179547
131,4721.09037379648,60.0,16.86311120665023,QPSK,100,15.181793131810807
132,4197.2621394947055,55.0,18.09849673753728,16QAM,100,12.4305579684127
133,1513.0547526857213,20.0,17.682424715135078,16QAM,400,27.141550677279398
134,259.758312652394,2.0,18.100625359126038,QPSK,200,46.20578133023531
135,5748.028192385171,73.0,16.61555658009925,8QAM,200,15.424774391272564
136,1910.8935004754303,23.0,17.00154035380106,8QAM,200,24.451226752390696
137,5117.573204175368,65.0,17.886960087054824,32QAM,100,19.105865368949296
138,138.6671811785203,1.0,16.490570948117757,32QAM,200,60.3738216989895
139,849.6728003417383,9.0,16.725936166432373,QPSK,200,33.7247525037223
140,4496.83414569933,55.0,15.841830042904935,8QAM,200,16.471016060862013
141,8350.603103014299,108.0,19.150611517657207,QPSK,100,6.780037147998172
142,1471.299958620381,19.0,16.044987837502664,8QAM,400,33.539330780868056
143,2303.5860405555195,30.0,16.92889538115258,8QAM,100,25.6810845877977
144,1471.299958620381,19.0,18.831058069269226,QPSK,400,27.273669523415037
145,138.6671811785203,1.0,18.185258378812723,32QAM,200,53.61195543238597
146,1513.0547526857213,20.0,16.918343545829362,8QAM,400,29.35306206181596
147,4464.300285055138,55.0,16.222479530495782,32QAM,400,13.862065293316078
148,4238.417177789657,55.0,17.197918555116374,16QAM,200,20.850853545571084
149,2295.204550529626,29.0,17.562688338028618,8QAM,400,26.296414181951008
150,2845.687530127582,37.0,16.852795059129214,8QAM,200,19.986594182767462
151,5831.983984788418,73.0,17.787930629308065,16QAM,200,9.926827005380716
152,5137.146414674443,64.0,17.6244862140072,8QAM,400,12.063087117269333
153,3242.2996748593523,41.0,16.808529097362925,QPSK,400,20.490691326107424
154,138.6671811785203,1.0,17.12608368145887,32QAM,100,61.97916786139527
155,3313.250213511017,45.0,16.193057309321183,16QAM,400,22.228118169501485
156,2658.1459442399005,30.0,17.842822683750626,16QAM,400,20.830977436155763
157,5036.695035433735,64.0,16.635185785382383,32QAM,200,20.843810799204277
158,3958.581362640242,48.0,17.071026226123784,32QAM,100,22.749653746398764
159,2313.5869069453174,27.0,16.33754941290881,32QAM,100,21.798432784572995
160,5820.112389009667,75.0,15.845248134096902,8QAM,400,12.93014894827104
161,6892.850296433153,87.0,16.95149920131741,16QAM,200,14.666240562884852
162,6430.934242103271,82.0,15.749040288211926,32QAM,100,10.814046718619792
163,1374.8636787548676,15.0,16.2811393365736,8QAM,400,28.628050170178454
164,4653.299836056106,61.0,17.116623019995263,32QAM,100,17.041995461265685
165,4437.054895066136,57.0,15.262008093984818,QPSK,400,16.81641721925982
166,733.3661095672783,8.0,16.750016268912066,32QAM,400,38.39557523970137
167,5472.581146693548,69.0,17.614078802406386,8QAM,200,10.880470562175176
168,1008.0540464378444,14.0,16.910353025770142,8QAM,400,36.03491322958931
169,1471.299958620381,19.0,16.283952934184622,32QAM,100,29.71402305474399
170,6436.46107293897,82.0,17.540661778088094,32QAM,200,9.74184713786731
171,4779.781573954757,62.0,16.436360381673293,16QAM,400,18.925824116957173
172,5339.730525177389,68.0,17.777971083416123,8QAM,400,12.455099762045847
173,138.6671811785203,1.0,16.475462745649782,16QAM,100,60.04623385133979
174,2532.5206587540733,33.0,16.95968857420082,8QAM,400,24.625548746471765
175,5475.8683884483635,69.0,15.925149484498567,QPSK,400,13.48792462213116
176,3137.6123071393067,39.0,17.218261140592244,QPSK,400,22.157430036718253
177,3313.250213511017,45.0,15.97715470714349,QPSK,400,15.88206293090063
178,733.3661095672783,8.0,16.237381495232594,QPSK,100,36.33304870707897
179,6524.199893333569,84.0,16.388097316037296,16QAM,200,11.064523792724799
180,5356.598423315803,68.0,16.92112704349167,32QAM,100,12.881933498064683
181,2890.3070401284776,40.0,16.59664351142334,32QAM,400,22.768637185926025
182,1910.8935004754303,23.0,16.439050276316863,8QAM,400,28.884997182274418
183,7137.847959239958,91.0,18.554576473181953,QPSK,100,8.158548463696789
184,3893.361675294879,48.0,16.985895787838317,QPSK,400,22.617828957417572
185,259.758312652394,2.0,17.597000238721193,QPSK,400,51.360028574829386
186,3286.038988847562,38.0,17.460791865054386,QPSK,400,21.026095265131545
187,3929.2472922525467,49.0,17.941163972684983,QPSK,100,20.381397821598412
188,2313.5869069453174,27.0,16.84455062992694,8QAM,400,20.086065550513197
189,1008.0540464378444,14.0,17.61113898979955,32QAM,200,35.1920669739589
190,3468.808276635722,46.0,17.00415431451807,8QAM,200,15.376333564683648
191,2532.5206587540733,33.0,17.577830605274528,8QAM,100,17.60419799030413
192,733.3661095672783,8.0,16.12828051113504,32QAM,100,35.00033213823414
193,1008.0540464378444,14.0,17.41798410494127,QPSK,100,32.96922044424937
194,1597.184895364456,18.0,16.85669420154499,QPSK,200,24.650685638401853
195,4929.6253279696475,63.0,16.135887799755057,8QAM,100,21.186976156310564
196,2558.8153251350077,30.0,17.323372295577254,QPSK,100,25.275597952392985
197,3432.5903538504645,46.0,16.763803434601577,QPSK,400,16.129870332193235
198,1513.0547526857213,20.0,16.512813432421538,16QAM,400,28.377637913978916
199,2535.9081235549056,30.0,15.800536189398633,QPSK,400,22.391157459146314
200,2532.5206587540733,33.0,17.038608604568736,32QAM,400,25.82928249865398
201,3622.109036561567,44.0,17.629427751719597,16QAM,200,14.882027577367197
202,3348.213645637337,41.0,15.441628573369865,16QAM,200,25.66100630054376
203,7955.090927717581,100.0,16.75718600708322,16QAM,200,14.826042423354778
204,7171.773617009483,90.0,17.175536040167014,32QAM,100,11.790178559929359
205,6933.481888498218,89.0,18.090420334408883,32QAM,100,10.781347080407215
206,4890.826665176421,63.0,16.834294166899834,16QAM,400,21.193813274177458
207,3858.553658558891,51.0,18.12191953862998,8QAM,400,17.92411762783547
208,7207.368837896207,93.0,16.452108951687116,16QAM,200,12.631633007758012
209,4615.029477360376,60.0,15.913385165048648,QPSK,400,17.675240479709785
210,4615.029477360376,60.0,18.0627172711784,16QAM,400,18.63634268078225
211,2532.5206587540733,33.0,15.88814252468681,32QAM,100,26.992179992750692
212,1925.5815484090683,25.0,16.658724286922414,8QAM,100,22.126630380834285
213,1925.5815484090683,25.0,17.699343770292355,32QAM,200,22.115499513317758
214,4032.731430093052,50.0,17.561018689871368,16QAM,200,17.880283247839117
215,4298.1472004139405,55.0,17.217658998040424,32QAM,100,17.041166150845044
216,5820.112389009667,75.0,15.832918079000539,32QAM,400,17.99463831084188
217,2845.687530127582,37.0,17.769686140198324,8QAM,200,16.645537354029486
218,6158.4394241146665,75.0,19.657866532288104,16QAM,400,7.5118914148413864
219,733.3661095672783,8.0,16.752090531392998,QPSK,100,40.163205546438036
220,1471.299958620381,19.0,15.911679080823385,16QAM,200,29.238577146403003
221,1008.0540464378444,14.0,15.361950766596687,16QAM,200,35.108636237674915
222,4890.826665176421,63.0,16.895950536215004,32QAM,200,14.109783894299753
223,1471.299958620381,19.0,17.265765219556595,16QAM,200,27.982079133833565
224,5100.750402946204,64.0,16.09293550948836,32QAM,100,18.191869606742642
225,3313.250213511017,45.0,17.37515784886388,16QAM,100,19.0712994618264
226,2648.8273495285334,33.0,17.3064067694709,QPSK,400,20.17270571123902
227,3390.835559785124,44.0,17.02794676400463,8QAM,200,18.496317334687504
228,1597.184895364456,18.0,16.92374940198963,QPSK,200,28.75736555839933
229,6782.257623947642,85.0,18.321848764541564,QPSK,200,12.614150688168422
230,2535.9081235549056,30.0,17.815943538344694,QPSK,400,25.980926231607583
231,4104.325702056312,54.0,15.520339999583916,8QAM,100,16.62662733921789
232,9119.042793448367,117.0,16.379665121371197,32QAM,400,6.08448364859656
233,2890.3070401284776,40.0,17.49020570722471,16QAM,400,17.892458798582027
234,4597.812589930667,61.0,17.167850924749395,32QAM,200,12.8884408914017
235,5583.27609579079,71.0,17.1071543730459,8QAM,400,11.922915575133118
236,3922.3577184407195,48.0,16.913817157711215,QPSK,400,19.88337713128081
237,7833.210259471405,95.0,16.30627603863426,32QAM,100,14.166828719476854
238,7977.655553416857,98.0,16.879810754852116,32QAM,400,16.397382087646548
239,2890.3070401284776,40.0,17.01179329382343,8QAM,100,20.67017877593841
240,8894.33666672694,107.0,16.776808880677777,QPSK,200,10.491521179221891
241,3384.0992625950034,42.0,15.749570486982075,16QAM,200,24.40902837015355
242,4348.501081611095,53.0,16.106368970176696,16QAM,400,16.368185394123856
243,1222.1510671780516,14.0,17.725047602620332,8QAM,400,26.20076979869441
244,488.78495761077346,6.0,15.38406593500099,8QAM,200,40.67791087304158
245,2525.6036850267024,32.0,16.97426971007161,QPSK,400,21.406656132115387
246,2864.283017966008,36.0,18.35448131596347,16QAM,100,24.271857796379464
247,605.0916483852335,7.0,17.059286584332924,16QAM,200,36.00077852952501
248,1803.062317832316,22.0,18.015307321443874,QPSK,400,30.268646671871835
249,4394.3018686381465,55.0,16.25707312991774,8QAM,100,15.807497876590588
250,3215.4765534433236,39.0,17.81227897310594,QPSK,200,22.540076812865365
251,152.71261157681573,2.0,18.32704764027623,32QAM,400,46.62182907642668
252,5877.645276700603,74.0,16.089689666957547,QPSK,400,17.81727625285623
253,488.78495761077346,6.0,16.04860160361624,16QAM,100,44.150215030943315
254,152.71261157681573,2.0,16.703056648352835,16QAM,400,47.935410688536166
255,1999.1022698777383,26.0,16.749148455492968,QPSK,200,20.86320051890084
256,1083.4838859995314,13.0,17.500847883619976,QPSK,100,32.769567845053956
257,375.0338281864042,5.0,16.581399681485383,32QAM,100,44.43290056179009
258,1083.4838859995314,13.0,16.502384492042488,8QAM,100,31.776578788634083
259,3150.2881769372107,38.0,17.331656827332868,8QAM,400,23.597318289738354
260,5368.762107168875,69.0,17.201880854299826,QPSK,400,18.55711636665019
261,7979.936613005578,100.0,16.13696771974967,QPSK,400,12.095800385558533
262,3825.656334357886,49.0,16.837921959609385,QPSK,200,20.697090587398733
263,3928.9900603101396,48.0,15.785955891073248,QPSK,200,20.167610634602624
264,2230.205113615896,27.0,16.359501567577592,32QAM,100,28.50773164285586
265,962.3927545256577,12.0,17.43318734305247,16QAM,400,27.891795140676734
266,2589.0167575670825,32.0,15.728711110739653,QPSK,100,20.29678542299814
267,6724.252052226984,87.0,19.009477494293073,8QAM,400,11.23504861839048
268,3310.0625818439976,41.0,18.143406803749517,8QAM,400,23.162771362834917
269,1091.4358397672654,13.0,16.755283187383228,QPSK,200,32.17458846574681
270,488.78495761077346,6.0,17.380629393386833,32QAM,100,41.193447260287314
271,4733.317898773881,60.0,17.021465491748987,16QAM,400,14.475040038157502
272,3502.0579875117464,43.0,16.14040170691525,32QAM,200,22.505564286976437
273,2579.241900704197,33.0,15.990870532502075,16QAM,400,21.719987645598536
274,6444.070870746716,82.0,17.417373010486518,QPSK,200,11.5604588666598
275,6606.5872824716225,81.0,17.43579356358125,16QAM,100,8.641936775653065
276,9936.795071586048,124.0,15.535775850986443,32QAM,200,9.277298294462042
277,152.71261157681573,2.0,18.210063694084226,QPSK,100,47.713401256175274
278,962.3927545256577,12.0,16.29795090917227,8QAM,400,31.297963975692852
279,2456.843636388724,32.0,17.205996065685195,8QAM,200,21.61157955762374
280,6445.548504314184,81.0,16.341051424723606,32QAM,400,12.66010345865719
281,4502.7208045955795,58.0,16.43379958377479,16QAM,400,16.7561722664841
282,1313.7570563768538,16.0,16.203815410020788,QPSK,100,32.55728286487343
283,2300.6153765954723,29.0,15.657859794017213,QPSK,200,26.072945557440278
284,2877.8539944869126,38.0,17.290790266378536,16QAM,400,22.71387583873519
285,5924.541344262813,70.0,15.095957027684582,8QAM,100,16.312580032761502
286,4183.018558487501,53.0,16.763812302959277,32QAM,400,18.561871092800402
287,744.6568303069619,9.0,16.20865728533288,16QAM,200,35.0792396490952
288,375.0338281864042,5.0,17.845462842735156,32QAM,100,41.24794588978395
289,7337.436182712049,92.0,15.994185139672329,32QAM,200,11.393825566971685
290,375.0338281864042,5.0,16.81647830554275,8QAM,200,45.73850507018901
291,3276.775700828728,39.0,16.072063006618897,QPSK,100,18.692760524431193
292,1503.9626354906125,18.0,17.692074266750826,8QAM,400,28.058300509419155
293,375.0338281864042,5.0,17.128634664165283,32QAM,200,43.596999501477086
294,1965.0880148179035,25.0,18.64571717870634,32QAM,400,21.85894648446859
295,605.0916483852335,7.0,16.686916407999274,QPSK,400,39.490584522996926
296,2171.3130547668025,28.0,17.13121143615718,8QAM,200,23.666448932326844
297,1666.3123485189258,21.0,16.441664359317052,16QAM,400,32.44158321949698
298,4958.077879706197,65.0,16.92231723898053,16QAM,400,12.549133454788333
299,9381.18604341333,119.0,15.714020987561,32QAM,200,12.832402178228477
300,4803.45317418959,62.0,17.175511741198996,8QAM,100,20.545952918748455
301,721.8128376467077,9.0,18.737475031555423,QPSK,200,37.218698241348164
302,8443.415838113013,99.0,15.979095337520851,8QAM,400,10.526934396688134
303,1313.7570563768538,16.0,17.43095759444035,32QAM,400,30.10195132527494
304,10457.855026231722,134.0,15.828056946479185,32QAM,400,6.043380559055819
305,10164.50643212655,129.0,16.820629606288705,32QAM,200,11.76774778957558
306,2255.441354640734,28.0,16.307779270856322,16QAM,400,21.529558712086285
307,488.78495761077346,6.0,16.788720212981644,8QAM,100,44.42337353350325
308,3552.551315677305,44.0,15.46406807975193,QPSK,100,18.044819055325675
309,4627.235011443373,60.0,17.10927932753406,32QAM,100,17.37445587741523
310,4036.828655893637,52.0,15.327644640797308,32QAM,100,17.507717509683673
311,3480.513783827008,45.0,15.288294267914484,16QAM,100,21.55526450125332
312,4255.470059078594,55.0,18.003354975611444,16QAM,200,13.5610853784016
313,6728.10634947706,85.0,16.10282717414917,8QAM,200,17.00265678317129
314,152.71261157681573,2.0,18.686687767826726,16QAM,400,45.888660673285045
315,9382.244391360295,121.0,15.456904578338817,QPSK,200,14.78511767857006
316,3177.477608517484,39.0,16.984467888042104,16QAM,100,21.007817972906693
317,4086.45584377757,50.0,18.261326617914172,32QAM,200,16.898347267321128
318,721.8128376467077,9.0,18.299238858895052,32QAM,400,36.64113145537527
319,375.0338281864042,5.0,16.32522384039468,32QAM,100,39.38165294535577
320,4969.980855012321,63.0,16.855103873088915,16QAM,400,12.086708284434437
321,6889.6560715070045,84.0,16.750603740179955,QPSK,200,18.08324821890139
322,4022.262309225293,51.0,17.788798014272437,16QAM,100,12.849901002098278
323,4929.060729601764,65.0,16.450740194954385,32QAM,100,20.094886696354436
324,5419.413206672757,69.0,18.948739389507477,QPSK,200,10.135429570983533
325,4885.504806882836,63.0,18.9017254456081,8QAM,100,16.387184457494826
326,4549.43246084888,58.0,18.823733922126394,16QAM,200,13.044208849063125
327,3276.1889547875226,39.0,16.442154392362113,16QAM,200,22.671167439278705
328,4473.248663044329,52.0,18.09326677051954,16QAM,200,22.03217625470633
329,2579.241900704197,33.0,16.709819876859388,32QAM,200,24.438843163445085
330,3866.6901885180723,46.0,15.904131572623063,32QAM,400,15.905839284895734
331,2589.0167575670825,32.0,16.454560709779784,16QAM,200,26.614348742797176
332,962.3927545256577,12.0,19.504187200814513,32QAM,400,33.996395095416204
333,1372.5498749146234,17.0,17.772986432808977,32QAM,200,31.365202420049627
334,4939.376682255456,63.0,17.257684579101895,QPSK,100,12.249546040651225
335,152.71261157681573,2.0,19.796353734877684,32QAM,100,44.96046768532858
336,1086.6603062514548,14.0,15.541259213518881,QPSK,100,35.99090879252873
337,4549.43246084888,58.0,16.073622394757333,QPSK,400,22.363215379055532
338,2314.2341731785036,29.0,17.890641445971323,8QAM,200,25.759333550329643
339,3276.775700828728,39.0,16.89779691749945,QPSK,400,19.958183767031656
340,3866.6901885180723,46.0,18.371085537041438,32QAM,100,20.161956339904776
341,3799.602940249388,49.0,16.0629434158109,QPSK,200,20.990512370929437
342,5011.336055769303,63.0,17.6299328943408,QPSK,200,13.975196819756334
343,744.6568303069619,9.0,17.767017386572086,8QAM,200,35.725104891252556
344,4549.43246084888,58.0,17.34730609279402,QPSK,400,20.833674158545392
345,3525.184424407442,45.0,17.845522213214807,QPSK,400,14.25098868618322
346,2565.1833356243046,32.0,17.613827958692667,8QAM,100,18.9133771603245
347,2579.241900704197,33.0,16.85431775118266,16QAM,200,22.212779522075095
348,9664.413121128995,122.0,17.487407124776478,32QAM,200,6.67155913839791
349,3017.562372432723,38.0,16.054994650697815,QPSK,100,17.891981732820454
350,152.71261157681573,2.0,16.998386644978524,16QAM,200,52.7329379221822
351,1313.7570563768538,16.0,16.352289857712243,32QAM,100,26.64586933915156
352,4476.509221839975,58.0,16.99746860289292,QPSK,100,12.093184250880284
353,8391.29270963637,102.0,16.354395927714812,32QAM,400,13.94840516700009
354,1999.1022698777383,26.0,15.642715700981404,32QAM,200,21.558236431718967
355,7367.516396521205,92.0,16.202523363723827,32QAM,400,10.229459257752154
356,721.8128376467077,9.0,17.991562968152074,8QAM,400,33.585094120867495
357,962.3927545256577,12.0,16.787506615076232,32QAM,100,30.425173493582264
358,3359.4226523531343,44.0,17.44038106494363,32QAM,400,14.654757050743981
359,152.71261157681573,2.0,17.017373192229307,32QAM,200,53.712673007302755
360,3859.3590936521705,48.0,16.168767916063793,QPSK,400,24.08855968034618
361,6847.280760079114,86.0,18.225192276866377,32QAM,400,8.660964087419131
362,4641.933073757514,57.0,16.541995136555464,QPSK,400,13.413014909030892
363,4127.676204022742,53.0,17.468838966627416,32QAM,400,22.348847244668434
364,1729.2449221736313,21.0,18.567196240287554,16QAM,200,29.247526751024054
365,5071.528009683421,63.0,18.697154839054544,32QAM,200,11.99316447617285
366,375.0338281864042,5.0,16.308726073648224,8QAM,400,40.50816511356638
367,1091.4358397672654,13.0,16.51064613285576,QPSK,400,28.139288147410397
368,2230.205113615896,27.0,17.061887048704595,16QAM,200,21.467949844482362
369,3298.087674282043,43.0,17.305020436001072,16QAM,200,15.858920585445503
370,3017.562372432723,38.0,17.1138388488086,QPSK,100,19.54185914676995
371,2888.1164399087866,37.0,16.824536132764575,QPSK,400,25.750434615758948
